date,time,tag,detail
"2026-08-21","12:44:05","[ANPR_EVENT]","plate=1659ӨМҮ  conf=94%  dir=exit  lot=""Ялалт""  cam=29"
"2026-08-21","12:43:59","[ANPR_EVENT]","plate=8795УЕВ  conf=66%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:43:56","[ANPR_EVENT]","plate=7959УНХ  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:43:56","[ANPR_EVENT]","plate=4141УНК  conf=22%  dir=exit  lot=""Гэгээнтэн урд""  cam=75"
"2026-08-21","12:43:55","[ANPR_EVENT]","plate=7201УНТ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:43:54","[ANPR_EVENT]","plate=5373УНК  conf=94%  dir=exit  lot=""Хан гарьд""  cam=33"
"2026-08-21","12:43:46","[ANPR_EVENT]","plate=3044УБХ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:43:45","[ANPR_EVENT]","plate=8373УЕС  conf=90%  dir=exit  lot=""Барилгачдын талбай""  cam=62"
"2026-08-21","12:43:43","[ANPR_EVENT]","plate=5531УБС  conf=90%  dir=exit  lot=""Андууд""  cam=11"
"2026-08-21","12:43:36","[ANPR_EVENT]","plate=9467УНЭ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:43:33","[ANPR_EVENT]","plate=7675УАЕ  conf=94%  dir=exit  lot=""Андууд""  cam=11"
"2026-08-21","12:43:29","[ANPR_EVENT]","plate=7137ӨМА  conf=90%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:43:24","[ANPR_EVENT]","plate=7685ДАН  conf=90%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:43:19","[ANPR_EVENT]","plate=3665УБС  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:43:16","[ANPR_EVENT]","plate=8127УКА  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:43:15","[ANPR_EVENT]","plate=9904ДК  conf=90%  dir=exit  lot=""ҮЦХ-Баруун""  cam=60"
"2026-08-21","12:43:08","[ANPR_EVENT]","plate=4617УЕТ  conf=94%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:43:05","[ANPR_EVENT]","plate=0845УАТ  conf=94%  dir=exit  lot=""Андууд""  cam=11"
"2026-08-21","12:43:05","[ANPR_EVENT]","plate=2309ТӨН  conf=90%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:43:03","[ANPR_EVENT]","plate=1595УБЗ  conf=90%  dir=exit  lot=""100 айл эмнэлэг""  cam=71"
"2026-08-21","12:42:59","[ANPR_EVENT]","plate=0635УНА  conf=90%  dir=enter  lot=""Хан гарьд""  cam=32"
"2026-08-21","12:42:57","[ANPR_EVENT]","plate=0937УЕВ  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:42:53","[ANPR_EVENT]","plate=0413УЕО  conf=94%  dir=enter  lot=""Андууд""  cam=10"
"2026-08-21","12:42:49","[ANPR_EVENT]","plate=9506УАО  conf=86%  dir=exit  lot=""3-р эмнэлэг""  cam=49"
"2026-08-21","12:42:49","[ANPR_EVENT]","plate=2503УЕО  conf=34%  dir=enter  lot=""Ялалт""  cam=28"
"2026-08-21","12:42:49","[ANPR_EVENT]","plate=2969УАК  conf=98%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:42:40","[ANPR_EVENT]","plate=2297УАЕ  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:42:40","[ANPR_EVENT]","plate=2587УБХ  conf=94%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:42:37","[ANPR_EVENT]","plate=3165УБР  conf=94%  dir=exit  lot=""Андууд""  cam=11"
"2026-08-21","12:42:35","[ANPR_EVENT]","plate=8795УЕВ  conf=86%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:42:35","[ANPR_EVENT]","plate=6848УНӨ  conf=86%  dir=exit  lot=""ҮЦХ-Баруун""  cam=60"
"2026-08-21","12:42:32","[ANPR_EVENT]","plate=7869УНП  conf=94%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:42:30","[ANPR_EVENT]","plate=7019УБН  conf=90%  dir=exit  lot=""Хүрээлэн Маршалл урд""  cam=67"
"2026-08-21","12:42:22","[ANPR_EVENT]","plate=8263УЕВ  conf=94%  dir=exit  lot=""Барилгачдын талбай""  cam=62"
"2026-08-21","12:42:22","[ANPR_EVENT]","plate=9391УАМ  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:42:20","[ANPR_EVENT]","plate=9183УБР  conf=90%  dir=exit  lot=""Хан гарьд""  cam=33"
"2026-08-21","12:42:19","[ANPR_EVENT]","plate=5266УЕ  conf=90%  dir=exit  lot=""Гэгээнтэн урд""  cam=75"
"2026-08-21","12:42:11","[ANPR_EVENT]","plate=0851СЭА  conf=78%  dir=enter  lot=""Ялалт""  cam=28"
"2026-08-21","12:42:00","[ANPR_EVENT]","plate=5266УЕК  conf=86%  dir=exit  lot=""Гэгээнтэн урд""  cam=75"
"2026-08-21","12:41:58","[ANPR_EVENT]","plate=1595УБЗ  conf=90%  dir=exit  lot=""100 айл эмнэлэг""  cam=71"
"2026-08-21","12:41:57","[ANPR_EVENT]","plate=4617УЕТ  conf=94%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:41:51","[ANPR_EVENT]","plate=3327УЕО  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:41:49","[ANPR_EVENT]","plate=8059УБО  conf=94%  dir=exit  lot=""Туушин""  cam=55"
"2026-08-21","12:41:42","[ANPR_EVENT]","plate=8984УЕС  conf=94%  dir=enter  lot=""Гэгээнтэн урд""  cam=74"
"2026-08-21","12:41:36","[ANPR_EVENT]","plate=6642УО  conf=54%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:41:31","[ANPR_EVENT]","plate=0514УАР  conf=82%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:41:25","[ANPR_EVENT]","plate=3619УНО  conf=94%  dir=exit  lot=""Ялалт""  cam=29"
"2026-08-21","12:41:25","[ANPR_EVENT]","plate=8385УЕО  conf=94%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:41:16","[ANPR_EVENT]","plate=4871УНТ  conf=94%  dir=exit  lot=""Барилгачдын талбай""  cam=62"
"2026-08-21","12:41:12","[ANPR_EVENT]","plate=6421УЕЕ  conf=90%  dir=exit  lot=""Хүрээлэн Маршалл урд""  cam=67"
"2026-08-21","12:41:09","[ANPR_EVENT]","plate=5535УНЕ  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:41:09","[ANPR_EVENT]","plate=2909УБТ  conf=90%  dir=enter  lot=""Гэгээнтэн урд""  cam=74"
"2026-08-21","12:40:59","[ANPR_EVENT]","plate=1587УЕТ  conf=90%  dir=enter  lot=""Ялалт""  cam=28"
"2026-08-21","12:40:54","[ANPR_EVENT]","plate=3151УАХ  conf=94%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:40:50","[ANPR_EVENT]","plate=8385УЕО  conf=78%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:40:50","[ANPR_EVENT]","plate=9656УЕА  conf=90%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:40:46","[ANPR_EVENT]","plate=9506УАО  conf=94%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:40:42","[ANPR_EVENT]","plate=4530УБВ  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:40:37","[ANPR_EVENT]","plate=6413УНО  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:40:31","[ANPR_EVENT]","plate=7675УАЕ  conf=94%  dir=exit  lot=""Андууд""  cam=11"
"2026-08-21","12:40:26","[ANPR_EVENT]","plate=2091УАТ  conf=82%  dir=exit  lot=""Хан гарьд""  cam=33"
"2026-08-21","12:40:21","[ANPR_EVENT]","plate=0572УБК  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:40:20","[ANPR_EVENT]","plate=5687УНМ  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:40:18","[ANPR_EVENT]","plate=3985УЕТ  conf=78%  dir=exit  lot=""Хүрээлэн Маршалл урд""  cam=67"
"2026-08-21","12:40:15","[ANPR_EVENT]","plate=3713УЕХ  conf=82%  dir=exit  lot=""Барилгачдын талбай""  cam=62"
"2026-08-21","12:40:10","[ANPR_EVENT]","plate=9845УБП  conf=98%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:40:06","[ANPR_EVENT]","plate=7685ЦАН  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:40:02","[ANPR_EVENT]","plate=7753УБН  conf=98%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:40:00","[ANPR_EVENT]","plate=5409УБР  conf=90%  dir=exit  lot=""Ялалт""  cam=29"
"2026-08-21","12:40:00","[ANPR_EVENT]","plate=3365СҮҮ  conf=90%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:39:51","[ANPR_EVENT]","plate=9990УБЯ  conf=98%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:39:51","[ANPR_EVENT]","plate=5433УНҮ  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:39:43","[ANPR_EVENT]","plate=3321УБН  conf=94%  dir=exit  lot=""3-р эмнэлэг""  cam=49"
"2026-08-21","12:39:42","[ANPR_EVENT]","plate=8747УЕС  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:39:35","[ANPR_EVENT]","plate=3563УЕТ  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:39:34","[ANPR_EVENT]","plate=2091УАТ  conf=94%  dir=enter  lot=""Хан гарьд""  cam=32"
"2026-08-21","12:39:26","[ANPR_EVENT]","plate=5831УБЧ  conf=94%  dir=enter  lot=""Хан гарьд""  cam=32"
"2026-08-21","12:39:26","[ANPR_EVENT]","plate=5364УНЧ  conf=90%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:39:21","[ANPR_EVENT]","plate=7761УБД  conf=90%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:39:20","[ANPR_EVENT]","plate=1207УАР  conf=90%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:39:15","[ANPR_EVENT]","plate=7675УАЕ  conf=94%  dir=exit  lot=""Андууд""  cam=11"
"2026-08-21","12:38:56","[ANPR_EVENT]","plate=8385УЕО  conf=86%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:38:51","[ANPR_EVENT]","plate=7197ДАВ  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:38:50","[ANPR_EVENT]","plate=5203ХЭН  conf=90%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:38:49","[ANPR_EVENT]","plate=4246УКА  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:38:44","[ANPR_EVENT]","plate=9155УБО  conf=90%  dir=exit  lot=""3-р эмнэлэг""  cam=49"
"2026-08-21","12:38:40","[ANPR_EVENT]","plate=7671УНЗ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:38:39","[ANPR_EVENT]","plate=1675УКР  conf=78%  dir=enter  lot=""Андууд""  cam=10"
"2026-08-21","12:38:33","[ANPR_EVENT]","plate=4050УЕВ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:38:32","[ANPR_EVENT]","plate=5535УНЕ  conf=82%  dir=exit  lot=""ҮЦХ-Баруун""  cam=60"
"2026-08-21","12:38:28","[ANPR_EVENT]","plate=7675УАЕ  conf=94%  dir=enter  lot=""Андууд""  cam=10"
"2026-08-21","12:38:17","[ANPR_EVENT]","plate=8767УАЕ  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:38:16","[ANPR_EVENT]","plate=7947УНН  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:38:13","[ANPR_EVENT]","plate=4114УБЧ  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:38:10","[ANPR_EVENT]","plate=9748УЕХ  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:38:02","[ANPR_EVENT]","plate=1237УАТ  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:37:45","[ANPR_EVENT]","plate=3011УБЗ  conf=94%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:37:42","[ANPR_EVENT]","plate=5775УБС  conf=90%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:37:37","[ANPR_EVENT]","plate=7265УБТ  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:37:37","[ANPR_EVENT]","plate=3473УАР  conf=86%  dir=exit  lot=""Гэгээнтэн урд""  cam=75"
"2026-08-21","12:37:34","[ANPR_EVENT]","plate=3026УБП  conf=94%  dir=exit  lot=""Ялалт""  cam=29"
"2026-08-21","12:37:31","[ANPR_EVENT]","plate=0845УАТ  conf=94%  dir=enter  lot=""Андууд""  cam=10"
"2026-08-21","12:37:27","[ANPR_EVENT]","plate=0248УЕВ  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:37:23","[ANPR_EVENT]","plate=6189БНН  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:37:18","[ANPR_EVENT]","plate=0735УНЯ  conf=86%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:37:15","[ANPR_EVENT]","plate=2353УНК  conf=90%  dir=exit  lot=""3-р эмнэлэг""  cam=49"
"2026-08-21","12:37:13","[ANPR_EVENT]","plate=6884УБЛ  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:37:05","[ANPR_EVENT]","plate=3473УАР  conf=94%  dir=enter  lot=""Гэгээнтэн урд""  cam=74"
"2026-08-21","12:37:03","[ANPR_EVENT]","plate=2273ХӨВ  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:37:01","[ANPR_EVENT]","plate=4414УЕХ  conf=78%  dir=exit  lot=""Хүрээлэн Маршалл урд""  cam=67"
"2026-08-21","12:36:59","[ANPR_EVENT]","plate=0465УБҮ  conf=94%  dir=enter  lot=""Гэгээнтэн урд""  cam=74"
"2026-08-21","12:36:55","[ANPR_EVENT]","plate=8260УБП  conf=90%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:36:54","[ANPR_EVENT]","plate=5553УНА  conf=94%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:36:38","[ANPR_EVENT]","plate=1613УНК  conf=86%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:36:22","[ANPR_EVENT]","plate=6445УНҮ  conf=82%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:36:10","[ANPR_EVENT]","plate=1580УБР  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:36:09","[ANPR_EVENT]","plate=9303ӨМӨ  conf=94%  dir=enter  lot=""Гэгээнтэн урд""  cam=74"
"2026-08-21","12:36:01","[ANPR_EVENT]","plate=0417УЕК  conf=98%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:35:55","[ANPR_EVENT]","plate=2729БНН  conf=90%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:35:52","[ANPR_EVENT]","plate=5501УНК  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:35:46","[ANPR_EVENT]","plate=0648УЕХ  conf=90%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:35:43","[ANPR_EVENT]","plate=2365УНЦ  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:35:38","[ANPR_EVENT]","plate=6883УНП  conf=86%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:35:30","[ANPR_EVENT]","plate=8253УАР  conf=94%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:35:12","[ANPR_EVENT]","plate=1881УБХ  conf=94%  dir=exit  lot=""Ялалт""  cam=29"
"2026-08-21","12:35:11","[ANPR_EVENT]","plate=7027УЕН  conf=98%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:35:11","[ANPR_EVENT]","plate=Д648УВХ  conf=18%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:35:07","[ANPR_EVENT]","plate=9747УАМ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:35:05","[ANPR_EVENT]","plate=2999УКП  conf=94%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:35:03","[ANPR_EVENT]","plate=8373УЕС  conf=90%  dir=enter  lot=""Барилгачдын талбай""  cam=61"
"2026-08-21","12:35:01","[ANPR_EVENT]","plate=3049УБС  conf=94%  dir=exit  lot=""3-р эмнэлэг""  cam=49"
"2026-08-21","12:34:58","[ANPR_EVENT]","plate=4046УНУ  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:34:55","[ANPR_EVENT]","plate=7167УКА  conf=86%  dir=exit  lot=""ҮЦХ-Баруун""  cam=60"
"2026-08-21","12:34:51","[ANPR_EVENT]","plate=4629УЕУ  conf=94%  dir=exit  lot=""ҮЦХ-Зүүн""  cam=85"
"2026-08-21","12:34:51","[ANPR_EVENT]","plate=9411УЕХ  conf=98%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:34:48","[ANPR_EVENT]","plate=7450УАО  conf=86%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:34:43","[ANPR_EVENT]","plate=8175УБГ  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:34:42","[ANPR_EVENT]","plate=8701УКА  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:34:25","[ANPR_EVENT]","plate=9593УБВ  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:34:21","[ANPR_EVENT]","plate=3999УБЯ  conf=94%  dir=enter  lot=""Гэгээнтэн урд""  cam=74"
"2026-08-21","12:34:18","[ANPR_EVENT]","plate=9306УАА  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:34:11","[ANPR_EVENT]","plate=9111УНВ  conf=98%  dir=exit  lot=""ҮЦХ-Зүүн""  cam=85"
"2026-08-21","12:34:10","[ANPR_EVENT]","plate=6511УАА  conf=90%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:34:09","[ANPR_EVENT]","plate=4443УБК  conf=90%  dir=exit  lot=""Спорт""  cam=79"
"2026-08-21","12:34:07","[ANPR_EVENT]","plate=0616УБҮ  conf=94%  dir=enter  lot=""Хан гарьд""  cam=32"
"2026-08-21","12:34:07","[ANPR_EVENT]","plate=6609УНГ  conf=86%  dir=enter  lot=""Андууд""  cam=10"
"2026-08-21","12:34:00","[ANPR_EVENT]","plate=7692УНП  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:33:59","[ANPR_EVENT]","plate=4279УБЦ  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=60"
"2026-08-21","12:33:53","[ANPR_EVENT]","plate=5769АРА  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:33:52","[ANPR_EVENT]","plate=9391УЕМ  conf=94%  dir=exit  lot=""Андууд""  cam=11"
"2026-08-21","12:33:49","[ANPR_EVENT]","plate=1060УНЭ  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:33:44","[ANPR_EVENT]","plate=9145УКК  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:33:41","[ANPR_EVENT]","plate=3974УНИ  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:33:40","[ANPR_EVENT]","plate=8451УКР  conf=94%  dir=exit  lot=""ҮЦХ-Зүүн""  cam=85"
"2026-08-21","12:33:32","[ANPR_EVENT]","plate=5549УНМ  conf=94%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:33:31","[ANPR_EVENT]","plate=0648УЕХ  conf=94%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:33:10","[ANPR_EVENT]","plate=5209УНО  conf=86%  dir=exit  lot=""Андууд""  cam=11"
"2026-08-21","12:33:07","[ANPR_EVENT]","plate=9060УБЭ  conf=86%  dir=enter  lot=""MonnisBuilding""  cam=16"
"2026-08-21","12:33:06","[ANPR_EVENT]","plate=1555ДК  conf=90%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:33:03","[ANPR_EVENT]","plate=3118УБН  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:32:56","[ANPR_EVENT]","plate=5217УБУ  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:32:55","[ANPR_EVENT]","plate=1107УАУ  conf=86%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:32:50","[ANPR_EVENT]","plate=7799УНТ  conf=86%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:32:47","[ANPR_EVENT]","plate=4955УАУ  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:32:47","[ANPR_EVENT]","plate=0577УАК  conf=94%  dir=exit  lot=""Ялалт""  cam=29"
"2026-08-21","12:32:44","[ANPR_EVENT]","plate=6638УАХ  conf=86%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:32:42","[ANPR_EVENT]","plate=4719УНЧ  conf=90%  dir=exit  lot=""ҮЦХ-Баруун""  cam=60"
"2026-08-21","12:32:41","[ANPR_EVENT]","plate=8040УАК  conf=90%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:32:30","[ANPR_EVENT]","plate=5747ХӨТ  conf=94%  dir=exit  lot=""ҮЦХ-Зүүн""  cam=85"
"2026-08-21","12:32:26","[ANPR_EVENT]","plate=4607УЕЕ  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:32:24","[ANPR_EVENT]","plate=209УНО  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:32:13","[ANPR_EVENT]","plate=2640УБС  conf=86%  dir=enter  lot=""3-р эмнэлэг""  cam=48"
"2026-08-21","12:32:13","[ANPR_EVENT]","plate=2425ЦАБ  conf=86%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:32:07","[ANPR_EVENT]","plate=0026УНИ  conf=86%  dir=exit  lot=""Хан гарьд""  cam=33"
"2026-08-21","12:32:04","[ANPR_EVENT]","plate=5457УАО  conf=90%  dir=enter  lot=""Барилгачдын талбай""  cam=61"
"2026-08-21","12:31:55","[ANPR_EVENT]","plate=6699УНЕ  conf=94%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:31:54","[ANPR_EVENT]","plate=4888УББ  conf=90%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:31:50","[ANPR_EVENT]","plate=2813УНҮ  conf=74%  dir=exit  lot=""Гэгээнтэн урд""  cam=75"
"2026-08-21","12:31:50","[ANPR_EVENT]","plate=5350ӨМН  conf=94%  dir=enter  lot=""Гэгээнтэн урд""  cam=74"
"2026-08-21","12:31:38","[ANPR_EVENT]","plate=9437УНҮ  conf=94%  dir=exit  lot=""Барилгачдын талбай""  cam=62"
"2026-08-21","12:31:36","[ANPR_EVENT]","plate=4621УЕУ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:31:33","[ANPR_EVENT]","plate=5685УАС  conf=90%  dir=exit  lot=""ҮЦХ-Баруун""  cam=59"
"2026-08-21","12:31:21","[ANPR_EVENT]","plate=9113БНР  conf=94%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:31:17","[ANPR_EVENT]","plate=6149УАА  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:31:15","[ANPR_EVENT]","plate=4771ОРН  conf=94%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:31:14","[ANPR_EVENT]","plate=9685УКО  conf=94%  dir=exit  lot=""ҮЦХ-Баруун""  cam=60"
"2026-08-21","12:31:11","[ANPR_EVENT]","plate=7137УНУ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:31:05","[ANPR_EVENT]","plate=4330УЕК  conf=86%  dir=exit  lot=""ҮЦХ-Баруун""  cam=60"
"2026-08-21","12:31:05","[ANPR_EVENT]","plate=8282УНӨ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:31:02","[ANPR_EVENT]","plate=1341УБП  conf=90%  dir=enter  lot=""Ялалт""  cam=28"
"2026-08-21","12:30:59","[ANPR_EVENT]","plate=7799УБИ  conf=90%  dir=exit  lot=""3-р эмнэлэг""  cam=51"
"2026-08-21","12:30:55","[ANPR_EVENT]","plate=1873УБГ  conf=94%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:30:53","[ANPR_EVENT]","plate=7767УБЦ  conf=94%  dir=exit  lot=""ҮЦХ-Зүүн""  cam=85"
"2026-08-21","12:30:50","[ANPR_EVENT]","plate=9522ДАН  conf=90%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:30:47","[ANPR_EVENT]","plate=7520УНТ  conf=98%  dir=enter  lot=""ҮЦХ-Баруун""  cam=58"
"2026-08-21","12:30:42","[ANPR_EVENT]","plate=6294УАЕ  conf=90%  dir=exit  lot=""Соло""  cam=21"
"2026-08-21","12:30:42","[ANPR_EVENT]","plate=8299СҮЭ  conf=94%  dir=exit  lot=""ҮЦХ-Зүүн""  cam=85"
"2026-08-21","12:30:41","[ANPR_EVENT]","plate=4629УЕУ  conf=94%  dir=enter  lot=""ҮЦХ-Зүүн""  cam=84"
"2026-08-21","12:30:33","[ANPR_EVENT]","plate=0410УНМ  conf=94%  dir=enter  lot=""Соло""  cam=20"
"2026-08-21","12:30:32","[ANPR_EVENT]","plate=9817УЕЕ  conf=86%  dir=exit  lot=""Маргад""  cam=47"
"2026-08-21","12:30:32","[ANPR_EVENT]","plate=3111УНВ  conf=58%  dir=exit  lot=""БСБ Андууд""  cam=23"
"2026-08-21","12:30:15","[ANPR_EVENT]","plate=3513УБМ  conf=90%  dir=enter  lot=""Гэгээнтэн урд""  cam=74"
"2026-08-21","12:30:13","[ANPR_EVENT]","plate=3165УБР  conf=90%  dir=enter  lot=""Андууд""  cam=10"
